,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3
179,United Arab Emirates,2020-11-29 12:27:23,23.424076,53.847818,167753.0,570.0,154185.0,12998.0,1696.1194693844534,,,0.3397852795479068,784,ARE
180,UK,2020-11-29 12:27:23,55.0,-3.0,1609150.0,58127.0,3514.0,1547509.0,2370.3707762796,,,3.6122797750365097,826,GBR
181,Uruguay,2020-11-29 12:27:23,-32.5228,-55.7658,5511.0,75.0,4185.0,1251.0,158.6480457445274,,,1.360914534567229,858,URY
182,Uzbekistan,2020-11-29 12:27:23,41.377491,64.585262,72753.0,608.0,70047.0,2098.0,217.37299419684345,,,0.8357043695792613,860,UZB
183,Vanuatu,2020-11-29 12:27:23,-15.3767,166.9592,1.0,0.0,0.0,1.0,0.3416700833675003,,,0.0,548,VUT
184,Venezuela,2020-11-29 12:27:23,6.4238,-66.5897,101760.0,892.0,96652.0,4216.0,357.85695589557196,,,0.8765723270440252,862,VEN
185,Vietnam,2020-11-29 12:27:23,14.058324,108.277199,1343.0,35.0,1179.0,129.0,1.3797201054385595,,,2.6061057334326136,704,VNM
186,West Bank and Gaza,2020-11-29 12:27:23,31.9522,35.2332,83585.0,717.0,63834.0,19034.0,1638.4666531802152,,,0.8578094155649937,275,PSE
187,Western Sahara,2020-11-29 12:27:23,24.2155,-12.8858,10.0,1.0,8.0,1.0,1.674116485025028,,,10.0,732,ESH
188,Yemen,2020-11-29 12:27:23,15.552727,48.516388,2160.0,615.0,1498.0,47.0,7.24201139087925,,,28.472222222222218,887,YEM
189,Zambia,2020-11-29 12:27:23,-13.133897,27.849332,17589.0,357.0,16925.0,307.0,95.67581645647977,,,2.0296776394337366,894,ZMB
190,Zimbabwe,2020-11-29 12:27:23,-19.015438,29.154857,9822.0,275.0,8472.0,1075.0,66.08388778334174,,,2.7998371003868865,716,ZWE
